"주차ID","주차시작일","주차종료일","점포코드","점포명","표준상품코드","표준상품명","대분류코드","대분류명","소분류코드","소분류명","순매출액","판매수량","상품이익액","상품이익률","RFMP고객등급","센터입고수량","행사순매출액","재고보유일수합계","재고보유일수측정건수","재고보유일수평균","결품수","폐기수량","센터반품수량","원거래반품건수","원거래반품액","매출원가","집계일시"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000045","기꼬만 특선간장 500ml","C0010","장류","C001001","간장","95046","7","30130","0.317","VIP","45","64631","518","7","74","5","0","3","2","27428","64916","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000045","기꼬만 특선간장 500ml","C0010","장류","C001001","간장","81468","6","29345","0.3602","VIP","30","0","532","7","76","4","3","1","5","57705","52123","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000045","기꼬만 특선간장 500ml","C0010","장류","C001001","간장","108624","8","38996","0.359","VIP","48","0","301","7","43","0","3","3","5","71285","69628","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000045","기꼬만 특선간장 500ml","C0010","장류","C001001","간장","81468","6","26591","0.3264","VIP","20","0","518","7","74","5","2","1","1","11541","54877","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000045","기꼬만 특선간장 500ml","C0010","장류","C001001","간장","95046","7","32363","0.3405","VIP","11","0","350","7","50","2","1","2","2","25798","62683","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000046","기꼬만 저염간장 500ml","C0010","장류","C001001","간장","175045","13","35499","0.2028","GOLD","57","0","322","7","46","6","5","2","6","76752","139546","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000046","기꼬만 저염간장 500ml","C0010","장류","C001001","간장","242370","18","55527","0.2291","GOLD","54","0","245","7","35","5","5","3","6","75942","186843","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000046","기꼬만 저염간장 500ml","C0010","장류","C001001","간장","215440","16","44812","0.208","GOLD","49","0","224","7","32","3","2","2","2","26660","170628","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000046","기꼬만 저염간장 500ml","C0010","장류","C001001","간장","161580","12","34659","0.2145","GOLD","19","0","385","7","55","0","2","2","3","41607","126921","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000046","기꼬만 저염간장 500ml","C0010","장류","C001001","간장","296230","22","61675","0.2082","GOLD","38","162926","203","7","29","1","5","2","1","11715","234555","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000047","마루킨 양조간장 500ml","C0010","장류","C001001","간장","8210","2","1947","0.2372","ACE","34","0","539","7","77","6","4","0","4","14944","6263","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000047","마루킨 양조간장 500ml","C0010","장류","C001001","간장","8210","2","1734","0.2112","ACE","46","0","392","7","56","3","3","4","2","6732","6476","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000047","마루킨 양조간장 500ml","C0010","장류","C001001","간장","12315","3","2645","0.2148","ACE","37","0","553","7","79","2","5","1","2","7882","9670","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000047","마루킨 양조간장 500ml","C0010","장류","C001001","간장","8210","2","1648","0.2007","ACE","27","6322","392","7","56","2","3","4","4","16092","6562","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000047","마루킨 양조간장 500ml","C0010","장류","C001001","간장","12315","3","3154","0.2561","ACE","17","0","343","7","49","1","1","4","0","0","9161","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000048","야마사 사시미간장 500ml","C0010","장류","C001001","간장","70482","17","17458","0.2477","GOLD","66","0","56","7","8","1","2","3","2","8458","53024","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000048","야마사 사시미간장 500ml","C0010","장류","C001001","간장","70482","17","16380","0.2324","GOLD","42","0","49","7","7","5","0","1","2","8624","54102","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000048","야마사 사시미간장 500ml","C0010","장류","C001001","간장","132672","32","33924","0.2557","GOLD","67","90217","7","7","1","3","1","1","1","4187","98748","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000048","야마사 사시미간장 500ml","C0010","장류","C001001","간장","107796","26","31261","0.29","GOLD","38","0","21","7","3","6","5","2","6","25374","76535","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000048","야마사 사시미간장 500ml","C0010","장류","C001001","간장","95358","23","28035","0.294","GOLD","52","0","35","7","5","5","2","2","5","20730","67323","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000049","샘표 우리아이 순한간장 200ml","C0010","장류","C001001","간장","46488","6","9767","0.2101","VIP","23","39515","672","7","96","2","2","3","4","29752","36721","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000049","샘표 우리아이 순한간장 200ml","C0010","장류","C001001","간장","54236","7","8808","0.1624","VIP","7","21694","448","7","64","5","2","4","4","30992","45428","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000049","샘표 우리아이 순한간장 200ml","C0010","장류","C001001","간장","46488","6","9414","0.2025","VIP","46","25104","441","7","63","0","4","4","5","30990","37074","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000049","샘표 우리아이 순한간장 200ml","C0010","장류","C001001","간장","54236","7","11053","0.2038","VIP","12","35253","490","7","70","4","2","3","4","31920","43183","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000049","샘표 우리아이 순한간장 200ml","C0010","장류","C001001","간장","46488","6","8200","0.1764","VIP","38","35331","693","7","99","0","1","1","3","23244","38288","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2301","강변점","8801000000050","청정원 유기농 양조간장 500ml","C0010","장류","C001001","간장","291421","29","74079","0.2542","MVG","72","122397","84","7","12","5","3","2","1","9145","217342","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2301","강변점","8801000000050","청정원 유기농 양조간장 500ml","C0010","장류","C001001","간장","281372","28","72003","0.2559","MVG","51","0","98","7","14","2","4","4","1","9346","209369","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2301","강변점","8801000000050","청정원 유기농 양조간장 500ml","C0010","장류","C001001","간장","231127","23","54685","0.2366","MVG","52","0","147","7","21","5","2","1","2","18088","176442","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2301","강변점","8801000000050","청정원 유기농 양조간장 500ml","C0010","장류","C001001","간장","331617","33","88641","0.2673","MVG","54","0","70","7","10","4","2","1","1","8944","242976","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2301","강변점","8801000000050","청정원 유기농 양조간장 500ml","C0010","장류","C001001","간장","251225","25","73559","0.2928","MVG","65","0","147","7","21","5","1","3","4","32560","177666","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000001","샘표 양조간장 501 500ml","C0010","장류","C001001","간장","1609705","215","557280","0.3462","MVG","271","0","21","7","3","1","1","0","0","0","1052425","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000001","샘표 양조간장 501 500ml","C0010","장류","C001001","간장","1287764","172","396503","0.3079","MVG","273","0","28","7","4","1","0","1","1","6439","891261","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000001","샘표 양조간장 501 500ml","C0010","장류","C001001","간장","1564783","209","541258","0.3459","MVG","226","0","14","7","2","0","0","1","1","6888","1023525","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000001","샘표 양조간장 501 500ml","C0010","장류","C001001","간장","1602218","214","505179","0.3153","MVG","266","0","14","7","2","0","0","0","1","7712","1097039","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000001","샘표 양조간장 501 500ml","C0010","장류","C001001","간장","2021490","270","698627","0.3456","MVG","227","1576762","14","7","2","1","0","0","1","7038","1322863","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000002","샘표 양조간장 501 930ml","C0010","장류","C001001","간장","1530696","188","381296","0.2491","VIP","174","0","21","7","3","1","1","0","0","0","1149400","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000002","샘표 양조간장 501 930ml","C0010","장류","C001001","간장","1530696","188","330018","0.2156","VIP","191","0","28","7","4","1","1","0","1","6676","1200678","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000002","샘표 양조간장 501 930ml","C0010","장류","C001001","간장","1620258","199","419647","0.259","VIP","158","0","21","7","3","0","0","0","1","7328","1200611","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000002","샘표 양조간장 501 930ml","C0010","장류","C001001","간장","1506270","185","424316","0.2817","VIP","240","1385768","28","7","4","1","0","0","1","8223","1081954","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000002","샘표 양조간장 501 930ml","C0010","장류","C001001","간장","1123596","138","263708","0.2347","VIP","182","0","35","7","5","1","1","1","0","0","859888","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000003","샘표 양조간장 701 500ml","C0010","장류","C001001","간장","1008882","157","331317","0.3284","GOLD","285","353109","21","7","3","0","0","0","0","0","677565","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000003","샘표 양조간장 701 500ml","C0010","장류","C001001","간장","1355886","211","442290","0.3262","GOLD","365","1057591","21","7","3","1","1","0","0","0","913596","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000003","샘표 양조간장 701 500ml","C0010","장류","C001001","간장","1600074","249","535705","0.3348","GOLD","206","1376064","7","7","1","0","1","0","1","5976","1064369","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000003","샘표 양조간장 701 500ml","C0010","장류","C001001","간장","1130976","176","416312","0.3681","GOLD","204","418461","28","7","4","1","1","1","0","0","714664","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000003","샘표 양조간장 701 500ml","C0010","장류","C001001","간장","1066716","166","372817","0.3495","GOLD","286","693365","21","7","3","1","1","1","0","0","693899","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000004","샘표 양조간장 701 930ml","C0010","장류","C001001","간장","1164510","171","262830","0.2257","MVG","167","0","21","7","3","1","1","1","0","0","901680","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000004","샘표 양조간장 701 930ml","C0010","장류","C001001","간장","1246230","183","316667","0.2541","MVG","250","448643","21","7","3","0","1","1","0","0","929563","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000004","샘표 양조간장 701 930ml","C0010","장류","C001001","간장","1239420","182","263253","0.2124","MVG","243","0","14","7","2","1","1","0","1","6810","976167","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000004","샘표 양조간장 701 930ml","C0010","장류","C001001","간장","1518630","223","331061","0.218","MVG","293","0","14","7","2","1","0","1","0","0","1187569","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000004","샘표 양조간장 701 930ml","C0010","장류","C001001","간장","1484580","218","386733","0.2605","MVG","201","0","14","7","2","0","0","1","1","6742","1097847","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000005","샘표 진간장 금F3 500ml","C0010","장류","C001001","간장","2406344","248","485600","0.2018","VIP","328","1636314","14","7","2","0","0","1","0","0","1920744","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000005","샘표 진간장 금F3 500ml","C0010","장류","C001001","간장","1562183","161","370394","0.2371","VIP","305","0","21","7","3","0","0","1","1","8053","1191789","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000005","샘표 진간장 금F3 500ml","C0010","장류","C001001","간장","1484559","153","316063","0.2129","VIP","184","0","21","7","3","1","1","0","0","0","1168496","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000005","샘표 진간장 금F3 500ml","C0010","장류","C001001","간장","2425750","250","553071","0.228","VIP","280","0","14","7","2","1","0","0","0","0","1872679","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000005","샘표 진간장 금F3 500ml","C0010","장류","C001001","간장","2386938","246","466885","0.1956","VIP","431","0","7","7","1","1","1","0","1","8636","1920053","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000006","샘표 진간장 금F3 930ml","C0010","장류","C001001","간장","667894","107","118418","0.1773","GOLD","136","0","42","7","6","0","1","1","1","5555","549476","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000006","샘표 진간장 금F3 930ml","C0010","장류","C001001","간장","711588","114","124741","0.1753","GOLD","123","0","42","7","6","0","0","1","0","0","586847","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000006","샘표 진간장 금F3 930ml","C0010","장류","C001001","간장","830186","133","159645","0.1923","GOLD","129","0","28","7","4","1","1","1","1","5243","670541","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000006","샘표 진간장 금F3 930ml","C0010","장류","C001001","간장","898848","144","164579","0.1831","GOLD","139","0","28","7","4","0","1","1","0","0","734269","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000006","샘표 진간장 금F3 930ml","C0010","장류","C001001","간장","1248400","200","259917","0.2082","GOLD","350","486876","14","7","2","0","1","0","1","5992","988483","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000007","샘표 진간장 S 1.7L","C0010","장류","C001001","간장","480614","118","114146","0.2375","ACE","164","0","21","7","3","1","0","1","0","0","366468","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000007","샘표 진간장 S 1.7L","C0010","장류","C001001","간장","342132","84","81051","0.2369","ACE","106","0","35","7","5","0","1","0","1","3340","261081","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000007","샘표 진간장 S 1.7L","C0010","장류","C001001","간장","439884","108","108519","0.2467","ACE","99","0","14","7","2","1","0","1","1","3706","331365","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000007","샘표 진간장 S 1.7L","C0010","장류","C001001","간장","492833","121","110641","0.2245","ACE","111","202062","14","7","2","0","1","0","0","0","382192","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000007","샘표 진간장 S 1.7L","C0010","장류","C001001","간장","623169","153","137159","0.2201","ACE","181","0","7","7","1","0","0","0","1","4032","486010","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000008","샘표 국간장 500ml","C0010","장류","C001001","간장","792192","128","198999","0.2512","GOLD","132","0","42","7","6","0","1","0","0","0","593193","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000008","샘표 국간장 500ml","C0010","장류","C001001","간장","891216","144","245886","0.2759","GOLD","158","0","35","7","5","0","0","0","1","5261","645330","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000008","샘표 국간장 500ml","C0010","장류","C001001","간장","1243989","201","377426","0.3034","GOLD","290","796153","14","7","2","0","0","0","1","6437","866563","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000008","샘표 국간장 500ml","C0010","장류","C001001","간장","1064508","172","306153","0.2876","GOLD","124","0","28","7","4","0","1","1","1","5384","758355","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000008","샘표 국간장 500ml","C0010","장류","C001001","간장","1268745","205","358547","0.2826","GOLD","312","0","21","7","3","1","1","1","1","6065","910198","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000009","샘표 국간장 930ml","C0010","장류","C001001","간장","1271025","189","431513","0.3395","VIP","179","0","14","7","2","1","0","0","0","0","839512","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000009","샘표 국간장 930ml","C0010","장류","C001001","간장","1244125","185","430467","0.346","VIP","235","534974","14","7","2","1","0","0","1","6523","813658","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000009","샘표 국간장 930ml","C0010","장류","C001001","간장","1297925","193","456221","0.3515","VIP","312","0","7","7","1","0","1","0","0","0","841704","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000009","샘표 국간장 930ml","C0010","장류","C001001","간장","1250850","186","429417","0.3433","VIP","132","0","7","7","1","1","1","0","1","6927","821433","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000009","샘표 국간장 930ml","C0010","장류","C001001","간장","921325","137","328084","0.3561","VIP","176","0","21","7","3","0","1","0","0","0","593241","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000010","샘표 조림간장 500ml","C0010","장류","C001001","간장","1214224","88","312784","0.2576","ACE","131","570685","21","7","3","0","1","0","0","0","901440","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000010","샘표 조림간장 500ml","C0010","장류","C001001","간장","1034850","75","269889","0.2608","ACE","92","0","21","7","3","1","0","1","0","0","764961","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000010","샘표 조림간장 500ml","C0010","장류","C001001","간장","1255618","91","355089","0.2828","ACE","181","0","21","7","3","0","0","1","1","12832","900529","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000010","샘표 조림간장 500ml","C0010","장류","C001001","간장","1214224","88","345568","0.2846","ACE","162","0","21","7","3","0","0","0","1","13660","868656","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000010","샘표 조림간장 500ml","C0010","장류","C001001","간장","1159032","84","325688","0.281","ACE","71","0","28","7","4","1","1","0","1","14350","833344","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000011","샘표 맛간장 국찌개용 500ml","C0010","장류","C001001","간장","496125","49","98878","0.1993","GOLD","80","0","84","7","12","1","1","2","0","0","397247","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000011","샘표 맛간장 국찌개용 500ml","C0010","장류","C001001","간장","516375","51","132347","0.2563","GOLD","56","0","70","7","10","1","1","1","2","20452","384028","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000011","샘표 맛간장 국찌개용 500ml","C0010","장류","C001001","간장","587250","58","138767","0.2363","GOLD","105","0","56","7","8","0","1","2","1","8302","448483","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000011","샘표 맛간장 국찌개용 500ml","C0010","장류","C001001","간장","374625","37","87924","0.2347","GOLD","75","0","105","7","15","1","1","0","0","0","286701","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000011","샘표 맛간장 국찌개용 500ml","C0010","장류","C001001","간장","577125","57","132392","0.2294","GOLD","87","398216","49","7","7","1","0","1","1","8302","444733","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000012","샘표 맛간장 조림볶음용 500ml","C0010","장류","C001001","간장","775030","97","241964","0.3122","VIP","92","0","56","7","8","3","1","1","0","0","533066","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000012","샘표 맛간장 조림볶음용 500ml","C0010","장류","C001001","간장","806990","101","296085","0.3669","VIP","118","0","42","7","6","1","1","2","1","7271","510905","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000012","샘표 맛간장 조림볶음용 500ml","C0010","장류","C001001","간장","1214480","152","438792","0.3613","VIP","128","0","28","7","4","3","2","1","1","8310","775688","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000012","샘표 맛간장 조림볶음용 500ml","C0010","장류","C001001","간장","1302370","163","429001","0.3294","VIP","170","455830","35","7","5","1","1","2","1","6472","873369","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000012","샘표 맛간장 조림볶음용 500ml","C0010","장류","C001001","간장","1022720","128","353861","0.346","VIP","141","0","28","7","4","1","0","1","1","6951","668859","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000013","청정원 햇살담은 양조간장 500ml","C0010","장류","C001001","간장","1472728","152","398962","0.2709","MVG","202","0","28","7","4","1","1","1","2","17634","1073766","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000013","청정원 햇살담은 양조간장 500ml","C0010","장류","C001001","간장","910766","94","213939","0.2349","MVG","86","0","35","7","5","0","0","1","2","16858","696827","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000013","청정원 햇살담은 양조간장 500ml","C0010","장류","C001001","간장","1463039","151","362687","0.2479","MVG","190","848563","21","7","3","2","0","0","2","16472","1100352","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000013","청정원 햇살담은 양조간장 500ml","C0010","장류","C001001","간장","1559929","161","382963","0.2455","MVG","164","0","14","7","2","3","1","1","1","9011","1176966","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000013","청정원 햇살담은 양조간장 500ml","C0010","장류","C001001","간장","1424283","147","397375","0.279","MVG","239","0","28","7","4","1","1","1","2","18796","1026908","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000014","청정원 햇살담은 양조간장 840ml","C0010","장류","C001001","간장","201858","51","50041","0.2479","VIP","78","175616","42","7","6","1","0","2","2","6570","151817","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000014","청정원 햇살담은 양조간장 840ml","C0010","장류","C001001","간장","245396","62","63827","0.2601","VIP","92","93250","56","7","8","3","0","2","0","0","181569","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000014","청정원 햇살담은 양조간장 840ml","C0010","장류","C001001","간장","348304","88","84429","0.2424","VIP","146","181118","35","7","5","2","1","1","1","3800","263875","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000014","청정원 햇살담은 양조간장 840ml","C0010","장류","C001001","간장","328514","83","69612","0.2119","VIP","68","269381","35","7","5","1","2","0","2","6650","258902","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000014","청정원 햇살담은 양조간장 840ml","C0010","장류","C001001","간장","372052","94","98891","0.2658","VIP","97","308803","42","7","6","2","2","1","2","8154","273161","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000015","청정원 햇살담은 진간장 500ml","C0010","장류","C001001","간장","834190","85","274031","0.3285","GOLD","92","308650","35","7","5","2","2","1","0","0","560159","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000015","청정원 햇살담은 진간장 500ml","C0010","장류","C001001","간장","490700","50","157220","0.3204","GOLD","70","0","84","7","12","2","0","1","0","0","333480","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000015","청정원 햇살담은 진간장 500ml","C0010","장류","C001001","간장","657538","67","226259","0.3441","GOLD","82","0","63","7","9","2","1","1","2","20020","431279","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000015","청정원 햇살담은 진간장 500ml","C0010","장류","C001001","간장","647724","66","219514","0.3389","GOLD","76","0","63","7","9","0","0","0","0","0","428210","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000015","청정원 햇살담은 진간장 500ml","C0010","장류","C001001","간장","785120","80","248726","0.3168","GOLD","101","0","49","7","7","1","2","2","2","20216","536394","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000016","청정원 햇살담은 진간장 1.7L","C0010","장류","C001001","간장","523108","38","106191","0.203","ACE","60","0","140","7","20","2","1","1","1","13904","416917","2026-08-17T18:00:00+09:00"
"2026-W31","2026-07-27","2026-08-02","2302","월드점","8801000000016","청정원 햇살담은 진간장 1.7L","C0010","장류","C001001","간장","509342","37","101665","0.1996","ACE","88","0","161","7","23","2","1","1","3","35103","407677","2026-08-17T18:00:00+09:00"
"2026-W32","2026-08-03","2026-08-09","2302","월드점","8801000000016","청정원 햇살담은 진간장 1.7L","C0010","장류","C001001","간장","591938","43","102701","0.1735","ACE","104","0","126","7","18","0","1","2","0","0","489237","2026-08-17T18:00:00+09:00"
"2026-W33","2026-08-10","2026-08-16","2302","월드점","8801000000016","청정원 햇살담은 진간장 1.7L","C0010","장류","C001001","간장","798428","58","185635","0.2325","ACE","118","0","98","7","14","2","1","1","1","11288","612793","2026-08-17T18:00:00+09:00"
"2026-W34","2026-08-17","2026-08-23","2302","월드점","8801000000016","청정원 햇살담은 진간장 1.7L","C0010","장류","C001001","간장","688300","50","116460","0.1692","ACE","98","268437","98","7","14","1","0","1","2","28634","571840","2026-08-17T18:00:00+09:00"
"2026-W30","2026-07-20","2026-07-26","2302","월드점","8801000000017","청정원 햇살담은 국간장 500ml","C0010","장류","C001001","간장","785173","67","224402","0.2858","GOLD","117","0","21","7","3","0","2","1","1","9375","560771","2026-08-17T18:00:00+09:00"
